,Alloy,Condition,HV,Ref,Ref_sec,Keep_y_or_n,DOI,DOI_sec
637,Cr0.200Fe0.200Mo0.200Nb0.200Ti0.200,AC,792.0,8,233.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s40195-019-00935-x
638,Cr0.200Fe0.200Mo0.200Nb0.200V0.200,AC,826.0,8,233.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s40195-019-00935-x
639,Cr0.200Hf0.200Nb0.200Ti0.200Zr0.200,AC,455.0,1,57.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.ijrmhm.2014.07.009
640,Cr0.200Mo0.100Nb0.200Ta0.100Ti0.200Zr0.200,AC,540.0,1,58.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.msea.2011.09.033
641,Cr0.200Mo0.100Nb0.200Ta0.100Ti0.200Zr0.200,OTHER,540.0,8,44.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2011.09.033
642,Cr0.200Nb0.200Ti0.200V0.200Zr0.200,AC,482.0,1,59.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.msea.2012.12.018
643,Cr0.200Nb0.200Ti0.200V0.200Zr0.200,OTHER,482.0,8,45.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2012.12.018
644,Cr0.233Fe0.233Ni0.465Ti0.070,WR,335.0,8,237.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2019.138181
645,Cr0.233Fe0.233Ni0.465Ti0.070,WR,204.0,8,237.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2019.138181
646,Cr0.233Ta0.233Ti0.070V0.233W0.233,PM,780.0,8,71.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matchemphys.2017.06.054
647,Cr0.240Ta0.240Ti0.041V0.240W0.240,PM,715.0,8,71.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matchemphys.2017.06.054
648,Cr0.250Cu0.250Fe0.250Ni0.250,AC,143.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
649,Cr0.250Mo0.250Ta0.250Ti0.250,HM,555.0,8,265.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matdes.2018.06.003
650,Cr0.250Mo0.250Ta0.250Ti0.250,AC,539.0,8,265.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matdes.2018.06.003
651,Cr0.250Nb0.250Ta0.250Ti0.250,AC,495.0,8,265.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matdes.2018.06.003
652,Cr0.250Nb0.250Ti0.250W0.250,HM,630.0,8,265.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matdes.2018.06.003
653,Cr0.250Nb0.250Ti0.250W0.250,AC,630.0,8,265.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matdes.2018.06.003
654,Cr0.250Nb0.250Ti0.250Zr0.250,AC,418.0,1,59.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.msea.2012.12.018
655,Cr0.250Nb0.250Ti0.250Zr0.250,OTHER,418.0,8,45.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2012.12.018
656,Cr0.250Nb0.250Ti0.250Zr0.250,,418.0,8,134.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2012.11.032
657,Cr0.250Ta0.250V0.250W0.250,PM,715.0,8,71.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matchemphys.2017.06.054
658,Cr0.278Fe0.278Ni0.278Ti0.167,AC,718.2,8,107.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1557/jmr.2019.40
659,Cr0.286Fe0.286Ni0.286Ti0.143,AC,709.6,8,107.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1557/jmr.2019.40
660,Cr0.294Fe0.294Ni0.294Ti0.118,AC,600.3,8,107.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1557/jmr.2019.40
661,Cr0.303Fe0.303Ni0.303Ti0.091,AC,510.3,8,107.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1557/jmr.2019.40
662,Cr0.312Fe0.312Ni0.312Ti0.062,AC,362.2,8,107.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1557/jmr.2019.40
663,Cu0.167Fe0.167Ni0.167Ti0.167V0.167Zr0.167,AC,590.0,1,27.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1002/adem.200300567
664,Cu0.250Mn0.250Ni0.250Zn0.250,AC,147.0,1,79.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.285
665,Cu0.267Mn0.267Ni0.267Zn0.200,AC,109.0,1,79.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.285
666,Cu0.300Mn0.300Ni0.300Al0.100,AC,241.0,1,79.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.285
667,Cu0.300Mn0.300Ni0.300Sn0.100,AC,318.0,1,79.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.285
668,Cu0.300Mn0.300Ni0.300Zn0.100,AC,147.0,8,62.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2015.07.285
669,Cu0.308Mn0.308Ni0.308Zn0.077,AC,109.0,8,62.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2015.07.285
670,Cu0.317Mn0.317Ni0.317Al0.050,AC,166.0,1,79.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.285
671,Cu0.317Mn0.317Ni0.317Sn0.050,AC,205.0,1,79.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.285
672,Cu0.321Mn0.321Ni0.321Sn0.036,AC,318.0,8,62.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2015.07.285
673,Cu0.328Mn0.328Ni0.328Sn0.017,AC,205.0,8,62.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2015.07.285
674,Fe0.167Mo0.167Ni0.167Ti0.167V0.167Zr0.167,AC,740.0,1,27.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1002/adem.200300567
675,Fe0.200Co0.200Ni0.200Cu0.200Mo0.200,AC,382.0,7,7.0,y,https://doi.org/10.1016/j.vacuum.2020.109173,https://doi.org/10.1016/j.vacuum.2020.109173
676,Fe0.200Mo0.200Nb0.200Ti0.200V0.200,AC,699.0,8,233.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s40195-019-00935-x
677,Fe0.208Co0.208Ni0.208Cu0.208Mo0.167,AC,347.0,7,7.0,y,https://doi.org/10.1016/j.vacuum.2020.109173,https://doi.org/10.1016/j.vacuum.2020.109173
678,Fe0.217Co0.217Ni0.217Cu0.217Mo0.130,AC,277.0,7,7.0,y,https://doi.org/10.1016/j.vacuum.2020.109173,https://doi.org/10.1016/j.vacuum.2020.109173
679,Fe0.227Co0.227Ni0.227Cu0.227Mo0.091,AC,203.0,7,7.0,y,https://doi.org/10.1016/j.vacuum.2020.109173,https://doi.org/10.1016/j.vacuum.2020.109173
680,Fe0.238Co0.238Ni0.238Cu0.238Mo0.048,AC,162.0,7,7.0,y,https://doi.org/10.1016/j.vacuum.2020.109173,https://doi.org/10.1016/j.vacuum.2020.109173
681,Fe0.250Ni0.250Cr0.250Co0.075Al0.175,PM,624.0,6,99.0,y,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1016/j.matdes.2013.04.061
682,Fe0.444Mn0.156Ni0.111Cr0.111Al0.167C0.011,PM,596.0,4,,y,https://doi.org/10.1016/j.jallcom.2020.155013,
683,Hf0.091Nb0.182Ti0.364V0.182Zr0.182,AC,310.4,8,239.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s40195-019-00921-3
684,Hf0.095Nb0.143Ti0.381V0.190Zr0.190,AC,318.9,8,239.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s40195-019-00921-3
685,Hf0.100Nb0.100Ti0.400V0.200Zr0.200,AC,322.5,8,239.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s40195-019-00921-3
686,Hf0.102Mo0.102Nb0.204Si0.184Ti0.204Zr0.204,AC,640.0,1,82.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.11.091
687,Hf0.105Nb0.053Ti0.421V0.211Zr0.211,AC,332.4,8,239.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s40195-019-00921-3
688,Hf0.106Mo0.106Nb0.213Si0.149Ti0.213Zr0.213,AC,580.0,1,82.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.11.091
689,Hf0.111Mo0.111Nb0.222Si0.111Ti0.222Zr0.222,AC,524.0,1,82.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.11.091
690,Hf0.111Ti0.444V0.222Zr0.222,AC,338.3,8,239.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s40195-019-00921-3
691,Hf0.116Mo0.116Nb0.233Si0.070Ti0.233Zr0.233,AC,494.0,1,82.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.11.091
692,Hf0.122Mo0.122Nb0.244Si0.024Ti0.244Zr0.244,AC,442.0,1,82.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.11.091
693,Hf0.125Mo0.125Nb0.250Ti0.250Zr0.250,AC,400.0,1,82.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.11.091
694,Hf0.125Nb0.125Ta0.125Ti0.375Zr0.250,AC,301.0,1,68.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1063/1.4966659
695,Hf0.167Mo0.167Nb0.167Ta0.167Ti0.167Zr0.167,AC,505.0,1,62.0,n,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.matlet.2016.03.133
696,Hf0.174Mo0.130Nb0.174Ta0.174Ti0.174Zr0.174,AC,492.0,1,62.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.matlet.2016.03.133
697,Hf0.182Mo0.091Nb0.182Ta0.182Ti0.182Zr0.182,AC,480.0,1,62.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.matlet.2016.03.133
698,Hf0.182Nb0.182Si0.091Ti0.182V0.182Zr0.182,AC,464.0,1,66.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.4028/www.scientific.net/MSF.849.76
699,Hf0.190Mo0.048Nb0.190Ta0.190Ti0.190Zr0.190,AC,395.0,1,62.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.matlet.2016.03.133
700,Hf0.200Mo0.200Ta0.200Ti0.200Zr0.200,AC,542.0,1,63.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.intermet.2015.03.013
701,Hf0.200Nb0.200Ta0.200Ti0.200Zr0.200,AC,295.0,1,53.0,n,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2014.11.064
702,Hf0.200Nb0.200Ta0.200Ti0.200Zr0.200,AC,335.0,1,62.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.matlet.2016.03.133
703,Hf0.200Nb0.200Ta0.200Ti0.200Zr0.200,HM,390.0,1,70.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2011.02.171
704,Hf0.200Nb0.200Ta0.200Ti0.200Zr0.200,WR,420.0,8,79.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2017.09.035
705,Hf0.200Nb0.200Ta0.200Ti0.200Zr0.200,WR,530.0,8,79.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2017.09.035
706,Hf0.200Nb0.200Ta0.200Ti0.200Zr0.200,WR,340.0,8,79.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2017.09.035
707,Hf0.200Nb0.200Ta0.200Ti0.200Zr0.200,AC,309.0,8,79.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2017.09.035
708,Hf0.200Nb0.200Ta0.200Ti0.200Zr0.200,WR,366.0,8,80.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2015.07.209
709,Hf0.200Nb0.200Ta0.200Ti0.200Zr0.200,WR,351.0,8,80.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2015.07.209
710,Hf0.200Nb0.200Ta0.200Ti0.200Zr0.200,AC,359.0,8,119.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.3390/e21020114
711,Hf0.200Nb0.200Ti0.200V0.200Zr0.200,AC,388.0,1,57.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.ijrmhm.2014.07.009
712,Hf0.200Sc0.200Ti0.200Y0.200Zr0.200,AC,256.0,8,112.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s00339-019-2484-1
713,Hf0.222Nb0.222Si0.111Ti0.222V0.222,AC,490.0,1,65.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.matlet.2016.03.092
714,Hf0.250Nb0.250Ta0.250Ti0.250,HM,280.0,8,265.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matdes.2018.06.003
715,Hf0.250Nb0.250Ta0.250Ti0.250,AC,270.0,8,265.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matdes.2018.06.003
716,Hf0.250Nb0.250Ta0.250Zr0.250,AC,365.0,1,67.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.actamat.2016.01.018
717,Hf0.250Nb0.250Ta0.250Zr0.250,HM,571.0,8,87.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2016.01.018
718,Hf0.250Nb0.250Ta0.250Zr0.250,HM,536.0,8,87.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2016.01.018
719,Hf0.250Nb0.250Ta0.250Zr0.250,HM,550.0,8,87.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2016.01.018
720,Hf0.250Nb0.250Ti0.250Zr0.250,AC,351.0,8,231.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s12598-019-01310-6
721,Hf0.250Sc0.250Ti0.250Zr0.250,AC,233.0,8,112.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s00339-019-2484-1
722,Hf0.250Ti0.250Y0.250Zr0.250,AC,241.0,8,112.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s00339-019-2484-1
723,Hf0.333Ti0.333Zr0.333,AC,211.0,8,112.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s00339-019-2484-1
724,Mo0.200Nb0.200Ta0.200Ti0.200W0.200,AC,507.5,8,89.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2017.12.004
725,Mo0.200Nb0.200Ta0.200Ti0.200W0.200,HM,482.0,8,265.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matdes.2018.06.003
726,Mo0.200Nb0.200Ta0.200Ti0.200W0.200,AC,446.0,8,265.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matdes.2018.06.003
727,Mo0.200Nb0.200Ta0.200V0.200W0.200,AC,536.0,1,73.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.intermet.2011.01.004
728,Mo0.211Nb0.211Si0.158Ta0.211W0.211,PM,682.6,8,251.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
729,Mo0.211Nb0.211Si0.158Ta0.211W0.211,PM,640.0,8,251.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
730,Mo0.211Nb0.211Si0.158Ta0.211W0.211,PM,600.0,8,251.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
731,Mo0.211Nb0.211Si0.158Ta0.211W0.211,PM,650.0,8,251.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
732,Mo0.211Nb0.211Si0.158Ta0.211W0.211,PM,597.3,8,251.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
733,Mo0.211Nb0.211Ta0.211Ti0.158W0.211,AC,495.6,8,89.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2017.12.004
734,Mo0.222Nb0.222Si0.111Ta0.222W0.222,PM,697.0,8,251.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
735,Mo0.222Nb0.222Si0.111Ta0.222W0.222,PM,535.0,8,251.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
736,Mo0.222Nb0.222Si0.111Ta0.222W0.222,PM,560.0,8,251.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
737,Mo0.222Nb0.222Si0.111Ta0.222W0.222,PM,540.0,8,251.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
738,Mo0.222Nb0.222Si0.111Ta0.222W0.222,PM,550.5,8,251.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
739,Mo0.222Nb0.222Ta0.222Ti0.111W0.222,AC,481.2,8,89.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2017.12.004
740,Mo0.235Nb0.235Si0.059Ta0.235W0.235,PM,567.0,8,251.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
741,Mo0.235Nb0.235Si0.059Ta0.235W0.235,PM,425.0,8,251.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
742,Mo0.235Nb0.235Si0.059Ta0.235W0.235,PM,420.0,8,251.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
743,Mo0.235Nb0.235Si0.059Ta0.235W0.235,PM,399.2,8,251.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
744,Mo0.235Nb0.235Ta0.235Ti0.059W0.235,AC,478.3,8,89.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2017.12.004
745,Mo0.250Nb0.250Ta0.250Ti0.250,HM,407.0,8,265.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matdes.2018.06.003
746,Mo0.250Nb0.250Ta0.250Ti0.250,AC,431.0,8,265.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matdes.2018.06.003
747,Mo0.250Nb0.250Ta0.250V0.250,AC,504.0,1,72.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.3390/e18050189
748,Mo0.250Nb0.250Ta0.250V0.250,HM,504.0,8,56.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/e18050189
749,Mo0.250Nb0.250Ta0.250W0.250,AC,454.0,1,73.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.intermet.2011.01.004
750,Mo0.250Nb0.250Ta0.250W0.250,PM,504.5,8,251.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
751,Mo0.250Nb0.250Ta0.250W0.250,PM,420.0,8,251.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
752,Mo0.250Nb0.250Ta0.250W0.250,PM,425.0,8,251.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
753,Mo0.250Nb0.250Ta0.250W0.250,PM,340.0,8,251.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
754,Mo0.250Nb0.250Ta0.250W0.250,PM,335.5,8,251.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s10853-019-03567-9
755,Mo0.250Nb0.250Ti0.250V0.250,AC,441.0,1,54.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.3390/e16020870
756,Mo0.286Nb0.286Re0.143W0.286,AC,473.0,8,219.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2018.11.111
757,Nb0.125Ta0.250Ti0.250Zr0.375,AC,489.0,8,119.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/e21020114
758,Nb0.200Ta0.200Ti0.200V0.200W0.200,AC,447.0,1,76.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.msea.2016.07.102
759,Nb0.200Ti0.200V0.400Zr0.200,AC,304.0,1,59.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.msea.2012.12.018
760,Nb0.200Ti0.200V0.400Zr0.200,OTHER,304.0,8,45.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2012.12.018
761,Nb0.250Ta0.250Ti0.250V0.250,PM,427.9,8,125.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2018.10.230
762,Nb0.250Ta0.250Ti0.250V0.250,PM,444.3,8,125.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2018.10.230
763,Nb0.250Ta0.250Ti0.250V0.250,PM,510.9,8,125.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2018.10.230
764,Nb0.250Ta0.250Ti0.250Zr0.250,AC,358.0,8,119.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/e21020114
765,Nb0.250Ta0.250V0.250W0.250,AC,492.0,1,76.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.msea.2016.07.102
766,Nb0.250Ti0.250V0.250Zr0.250,AC,335.0,1,59.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.msea.2012.12.018
767,Nb0.250Ti0.250V0.250Zr0.250,OTHER,335.0,8,45.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2012.12.018
768,Nb0.250Ti0.250V0.250Zr0.250,,335.0,8,134.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2012.11.032
769,Nb0.333Ta0.333Ti0.333,AC,246.0,8,119.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/e21020114
770,Nb0.333Ti0.333Zr0.333,AC,372.0,8,231.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s12598-019-01310-6
771,Nb0.333Ti0.333Zr0.333,AC,295.0,8,119.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/e21020114
772,Nb0.375Ta0.250Ti0.250Zr0.125,AC,294.0,8,119.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/e21020114
773,Ni0.300Co0.200Fe0.200Cu0.180Al0.020V0.100,PM,541.0,6,171.0,y,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1016/j.matchemphys.2017.06.054
774,Ta0.333Ti0.333Zr0.333,AC,485.0,8,119.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/e21020114
775,Ti0.200Al0.200Co0.200Ni0.200Fe0.200,PM,816.0,6,36.0,y,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1016/j.msea.2014.09.077
